Rk,Player,Tm,FantPos,Age,G,GS,Cmp,PsAtt,PsYds,PsTD,Int,RsAtt,RsYds,Y/A,RsTD,Tgt,Rec,RcYds,Y/R,RcTD,Fmb,FL,TotTD,2PM,2PP,FantPt,PPR,PosRank,OvRank
186,ChrisIvory,BUF,RB,30,13,1,0,0,0,0,0,115,385,3.35,1,21,13,205,15.77,0,1,0,1,0,0,65,78.0,55,0
187,MarquiseGoodwin,SFO,WR,28,11,8,0,0,0,0,0,4,9,2.25,0,43,23,395,17.17,4,1,0,4,0,0,64,87.4,77,0
188,MarshawnLynch,OAK,RB,32,6,6,0,0,0,0,0,90,376,4.18,3,20,15,84,5.60,0,0,0,3,0,0,64,79.0,56,0
189,ChesterRogers,IND,WR,24,16,10,0,0,0,0,0,1,-4,-4.00,0,72,53,485,9.15,2,1,0,2,2,0,64,117.1,78,0
190,JohnRoss,CIN,WR,23,13,10,0,0,0,0,0,4,9,2.25,0,58,21,210,10.00,7,0,0,7,0,0,64,84.9,79,0
191,JaylenSamuels,PIT,RB,22,14,3,0,0,0,0,0,56,256,4.57,0,29,26,199,7.65,3,1,0,3,0,0,64,89.5,57,0
192,CameronBrate,TAM,TE,27,16,2,0,0,0,0,0,0,0,0,0,49,30,289,9.63,6,1,1,6,0,0,63,92.9,18,0
193,CJAnderson,2TM,RB,27,11,3,0,0,0,0,0,67,403,6.01,2,9,5,41,8.20,1,0,0,3,0,0,62,67.4,58,0
194,SethRoberts,OAK,WR,27,15,7,0,0,0,0,0,3,5,1.67,0,64,45,494,10.98,2,0,0,2,0,0,62,106.9,80,0
195,CJUzomah,CIN,TE,25,16,15,0,0,0,0,0,0,0,0,0,64,43,439,10.21,3,0,0,3,0,0,62,104.9,19,0
196,GiovaniBernard,CIN,RB,27,12,4,0,0,0,0,0,56,211,3.77,3,48,35,218,6.23,0,0,0,3,0,0,61,95.9,60,0
197,RashaadPenny,SEA,RB,22,14,0,0,0,0,0,0,85,419,4.93,2,12,9,75,8.33,0,0,0,2,0,0,61,70.4,59,0
198,AlfredMorris,SFO,RB,30,12,1,0,0,0,0,0,111,428,3.86,2,13,8,73,9.13,0,2,1,2,0,0,60,68.1,61,0
199,JavoriusAllen,BAL,RB,27,14,0,0,0,0,0,0,41,110,2.68,3,43,35,196,5.60,2,1,1,5,0,0,59,93.6,64,0
200,CoreyClement,PHI,RB,24,11,0,0,0,0,0,0,68,259,3.81,2,25,22,192,8.73,0,4,0,2,1,0,59,81.1,62,0
201,ChrisConley,KAN,WR,26,16,13,0,0,0,0,0,0,0,0,0,52,32,334,10.44,5,2,2,5,0,0,59,91.4,81,0
202,SpencerWare,KAN,RB,27,13,2,0,0,0,0,0,51,246,4.82,2,23,20,224,11.20,0,0,0,2,0,0,59,79.0,63,0
203,DallasGoedert,PHI,TE,23,16,8,0,0,0,0,0,0,0,0,0,44,33,334,10.12,4,0,0,4,0,0,57,90.4,20,0
204,TheoRiddick,DET,RB,27,14,3,0,0,0,0,0,40,171,4.28,0,74,61,384,6.30,0,0,0,0,0,0,56,116.5,65,0
205,JariusWright,CAR,WR,29,16,6,0,0,0,0,0,2,39,19.50,0,59,43,447,10.40,1,3,1,1,1,0,55,97.6,82,0
206,JamisonCrowder,WAS,WR,25,9,7,0,0,0,0,0,4,30,7.50,0,49,29,388,13.38,2,0,0,2,0,0,54,82.8,83,0
207,GeraldEverett,LAR,TE,24,16,0,0,0,0,0,0,2,16,8.00,0,50,33,320,9.70,3,0,0,3,1,0,54,86.6,22,0
208,JesseJames,PIT,TE,24,16,7,0,0,0,0,0,0,0,0,0,39,30,423,14.10,2,0,0,2,0,0,54,84.3,21,0
209,GregOlsen,CAR,TE,33,9,9,0,0,0,0,0,0,0,0,0,38,27,291,10.78,4,0,0,4,0,0,53,80.1,23,0
210,DemarcusRobinson,KAN,WR,24,16,5,0,0,0,0,0,0,0,0,0,33,22,288,13.09,4,0,0,4,0,0,53,74.8,84,0
211,BenWatson,NOR,TE,38,16,4,0,0,0,0,0,0,0,0,0,46,35,400,11.43,2,0,0,2,0,0,52,87.0,24,0
212,KeelanCole,JAX,WR,25,16,11,0,0,0,0,0,0,0,0,0,70,38,491,12.92,1,2,2,1,0,0,51,89.1,86,0
213,VernonDavis,WAS,TE,34,14,8,0,0,0,0,0,0,0,0,0,36,25,367,14.68,2,0,0,2,1,0,51,75.7,25,0
214,JakeemGrant,MIA,WR,26,10,2,0,0,0,0,0,1,5,5.00,0,34,21,268,12.76,2,0,0,4,0,0,51,72.3,85,0
215,TaywanTaylor,TEN,WR,23,13,5,0,0,0,0,0,0,0,0,0,56,37,466,12.59,1,1,1,1,0,0,51,87.6,87,0
216,ChrisThompson,WAS,RB,28,10,0,0,0,0,0,0,43,178,4.14,0,55,41,268,6.54,1,1,0,1,0,0,51,91.6,66,0
217,DevontaeBooker,DEN,RB,26,16,0,0,0,0,0,0,34,183,5.38,1,51,38,275,7.24,0,1,1,1,0,0,50,87.8,68,0
218,PhillipDorsett,NWE,WR,25,16,2,0,0,0,0,0,4,29,7.25,0,42,32,290,9.06,3,0,0,3,0,0,50,81.9,88,0
219,JoshJohnson,WAS,QB,32,4,3,52,91,590,3,4,23,120,5.22,1,0,0,0,0,0,2,0,1,0,2,50,49.6,39,0
220,ZachZenner,DET,RB,27,8,1,0,0,0,0,0,55,265,4.82,3,10,7,56,8.00,0,0,0,3,0,0,50,57.1,67,0
221,QuincyEnunwa,NYJ,WR,26,11,10,0,0,0,0,0,1,0,0.00,0,68,38,449,11.82,1,2,1,1,0,0,49,86.9,89,0
222,BlakeJarwin,DAL,TE,24,16,4,0,0,0,0,0,0,0,0,0,36,27,307,11.37,3,0,0,3,0,0,49,75.7,26,0
223,BilalPowell,NYJ,RB,30,7,7,0,0,0,0,0,80,343,4.29,0,18,11,110,10.00,1,2,1,1,0,0,49,60.3,69,0
224,RandallCobb,GNB,WR,28,9,6,0,0,0,0,0,0,0,0,0,61,38,383,10.08,2,2,1,2,0,0,48,86.3,90,0
225,KennethDixon,BAL,RB,24,6,0,0,0,0,0,0,60,333,5.55,2,7,6,51,8.50,0,2,1,2,0,0,48,54.4,70,0
226,JimmyGaroppolo,SFO,QB,27,3,3,53,89,718,5,3,8,33,4.13,0,0,0,0,0,0,4,0,0,0,1,48,48.0,40,0
227,JaronBrown,SEA,WR,28,16,2,0,0,0,0,0,0,0,0,0,19,14,166,11.86,5,0,0,5,0,0,47,60.6,91,0
228,AntonioGates,LAC,TE,38,16,1,0,0,0,0,0,0,0,0,0,45,28,333,11.89,2,1,1,2,2,0,47,75.3,27,0
229,KapriBibbs,2TM,RB,25,12,0,0,0,0,0,0,21,103,4.90,3,23,16,115,7.19,1,1,0,4,0,0,46,61.8,74,0
230,JustinJackson,LAC,RB,22,13,1,0,0,0,0,0,50,206,4.12,2,19,15,135,9.00,0,0,0,2,0,0,46,61.1,72,0
231,TyMontgomery,2TM,RB,25,13,0,0,0,0,0,0,41,188,4.59,1,40,25,235,9.40,0,2,1,1,0,0,46,71.3,71,0
232,BreshadPerriman,CLE,WR,25,10,2,0,0,0,0,0,4,2,0.50,0,25,16,340,21.25,2,0,0,2,0,0,46,62.2,92,0
233,DarrenSproles,PHI,RB,35,6,2,0,0,0,0,0,29,120,4.14,1,23,15,160,10.67,2,0,0,3,0,0,46,61.0,73,0
234,JordanThomas,HOU,TE,22,16,10,0,0,0,0,0,0,0,0,0,27,20,215,10.75,4,0,0,4,0,0,46,65.5,28,0
235,JacquizzRodgers,TAM,RB,28,16,0,0,0,0,0,0,33,106,3.21,1,45,38,304,8.00,0,1,1,1,0,0,45,83.0,75,0
236,TajaeSharpe,TEN,WR,24,16,13,0,0,0,0,0,1,16,16.00,0,47,26,316,12.15,2,0,0,2,0,0,45,71.2,93,0
237,IanThomas,CAR,TE,22,16,6,0,0,0,0,0,0,0,0,0,49,36,333,9.25,2,0,0,2,0,0,45,81.3,29,0
238,NickVannett,SEA,TE,25,15,9,0,0,0,0,0,0,0,0,0,43,29,269,9.28,3,1,0,3,0,0,45,73.9,30,0
239,KelvinBenjamin,2TM,WR,27,15,10,0,0,0,0,0,0,0,0,0,67,25,380,15.20,1,0,0,1,0,0,44,69.0,94,0
240,JonnuSmith,TEN,TE,23,13,12,0,0,0,0,0,0,0,0,0,30,20,258,12.90,3,1,0,3,0,0,44,63.8,31,0
241,JordanWilkins,IND,RB,24,16,3,0,0,0,0,0,60,336,5.60,1,17,16,85,5.31,0,2,2,1,0,0,44,60.1,76,0
242,ChaseEdmonds,ARI,RB,22,16,0,0,0,0,0,0,60,208,3.47,2,23,20,103,5.15,0,1,0,2,0,0,43,63.1,77,0
243,JermaineKearse,NYJ,WR,28,14,9,0,0,0,0,0,0,0,0,0,76,37,371,10.03,1,0,0,1,0,0,43,80.1,95,0
244,GeronimoAllison,GNB,WR,24,5,4,0,0,0,0,0,0,0,0,0,30,20,303,15.15,2,1,0,2,0,0,42,62.3,96,0
245,AllenHurns,DAL,WR,27,16,7,0,0,0,0,0,0,0,0,0,35,20,295,14.75,2,1,0,2,0,0,42,61.5,98,0
246,JordanMatthews,PHI,WR,26,14,3,0,0,0,0,0,0,0,0,0,28,20,300,15.00,2,0,0,2,0,0,42,62.0,97,0
247,TylerHigbee,LAR,TE,25,16,16,0,0,0,0,0,0,0,0,0,34,24,292,12.17,2,1,0,2,0,0,41,65.2,32,0
248,TyrodTaylor,CLE,QB,29,4,3,42,85,473,2,2,16,125,7.81,1,0,0,0,0,0,3,0,1,0,0,41,41.4,41,0
249,JeffHeuerman,DEN,TE,26,11,10,0,0,0,0,0,0,0,0,0,48,31,281,9.06,2,0,0,2,0,0,40,71.1,34,0
250,ZachPascal,IND,WR,24,16,4,0,0,0,0,0,2,10,5.00,0,46,27,268,9.93,2,0,0,2,0,0,40,66.8,99,0
251,RickySealsJones,ARI,TE,23,15,5,0,0,0,0,0,0,0,0,0,69,34,343,10.09,1,0,0,1,0,0,40,74.3,33,0
252,RyanGrant,IND,WR,28,14,10,0,0,0,0,0,0,0,0,0,52,35,334,9.54,1,0,0,1,0,0,39,74.4,100,0
253,CodyKessler,JAX,QB,25,5,4,85,131,709,2,2,19,123,6.47,0,0,0,0,0,0,5,3,0,0,0,39,38.7,42,0
254,PaulRichardson,WAS,WR,26,7,4,0,0,0,0,0,2,9,4.50,0,35,20,262,13.10,2,0,0,2,0,0,39,59.1,101,0
255,JayAjayi,PHI,RB,25,4,3,0,0,0,0,0,45,184,4.09,3,6,5,20,4.00,0,1,1,3,1,0,38,43.4,78,0
256,KyleJuszczyk,SFO,RB,27,16,14,0,0,0,0,0,8,30,3.75,0,41,30,324,10.80,1,2,2,1,0,0,37,67.4,79,0
257,DeVanteParker,MIA,WR,25,11,7,0,0,0,0,0,0,0,0,0,47,24,309,12.88,1,0,0,1,0,0,37,60.9,103,0
258,TimPatrick,DEN,WR,25,16,4,0,0,0,0,0,3,17,5.67,0,41,23,315,13.70,1,2,1,1,0,0,37,60.2,102,0
259,TerrellePryor,2TM,QB,29,8,1,0,0,0,0,0,1,-1,-1.00,0,30,16,252,15.75,2,0,0,2,0,0,37,53.1,43,0
260,RexBurkhead,NWE,RB,28,8,4,0,0,0,0,0,57,186,3.26,0,20,14,131,9.36,1,2,1,1,0,0,36,49.7,80,0
261,TedGinnJr,NOR,WR,33,5,3,0,0,0,0,0,3,26,8.67,0,30,17,209,12.29,2,1,1,2,1,0,36,52.5,106,0
262,DaeSeanHamilton,DEN,WR,23,14,5,0,0,0,0,0,0,0,0,0,45,30,243,8.10,2,0,0,2,0,0,36,66.3,104,0
263,LaquonTreadwell,MIN,WR,23,15,7,0,0,0,0,0,0,0,0,0,53,35,302,8.63,1,0,0,1,0,0,36,71.2,105,0
264,KekeCoutee,HOU,WR,21,6,2,0,0,0,0,0,3,0,0.00,0,41,28,287,10.25,1,0,0,1,0,0,35,62.7,107,0
265,JackDoyle,IND,TE,28,6,6,0,0,0,0,0,0,0,0,0,33,26,245,9.42,2,1,1,2,0,0,35,60.5,36,0
266,RhettEllison,NYG,TE,30,14,12,0,0,0,0,0,0,0,0,0,34,25,272,10.88,1,0,0,1,1,0,35,60.2,35,0
267,PierreGarcon,SFO,WR,32,8,8,0,0,0,0,0,0,0,0,0,46,24,286,11.92,1,0,0,1,0,0,35,58.6,108,0
268,IsaiahMcKenzie,2TM,WR,23,8,1,0,0,0,0,0,10,66,6.60,2,30,18,179,9.94,0,2,1,2,0,0,35,52.5,109,0
269,MalcolmBrown,LAR,RB,25,12,0,0,0,0,0,0,43,212,4.93,0,7,5,52,10.40,1,0,0,1,1,0,34,39.4,81,0
270,JasonCroom,BUF,TE,24,15,3,0,0,0,0,0,0,0,0,0,35,22,259,11.77,1,2,2,2,0,0,34,55.9,38,0
271,DemetriusHarris,KAN,TE,27,15,3,0,0,0,0,0,0,0,0,0,25,12,164,13.67,3,0,0,3,0,0,34,46.4,37,0
272,EdDickson,SEA,TE,31,10,1,0,0,0,0,0,1,9,9.00,0,13,12,143,11.92,3,0,0,3,0,0,33,45.2,39,0
273,BlaineGabbert,TEN,QB,29,8,3,61,101,626,4,4,6,0,0.00,0,0,0,0,0,0,0,0,0,0,0,33,33.0,44,0
274,KeithKirkwood,NOR,WR,24,8,1,0,0,0,0,0,0,0,0,0,21,13,209,16.08,2,0,0,2,0,0,33,45.9,113,0
275,RaheemMostert,SFO,RB,26,9,0,0,0,0,0,0,34,261,7.68,1,7,6,25,4.17,0,1,1,1,0,0,33,38.6,82,0
276,TorreySmith,CAR,WR,29,11,6,0,0,0,0,0,0,0,0,0,31,17,190,11.18,2,0,0,2,1,0,33,50.0,112,0
277,EquanimeousStBrown,GNB,WR,22,12,7,0,0,0,0,0,1,5,5.00,0,36,21,328,15.62,0,0,0,0,0,0,33,54.3,111,0
278,RyanSwitzer,PIT,WR,24,16,1,0,0,0,0,0,6,21,3.50,0,44,36,253,7.03,1,2,0,1,0,0,33,69.4,110,0
279,TavonAustin,DAL,WR,28,7,0,0,0,0,0,0,6,55,9.17,0,13,8,140,17.50,2,0,0,2,0,0,32,39.5,114,0
280,TrentonCannon,NYJ,RB,24,16,0,0,0,0,0,0,38,113,2.97,1,25,17,144,8.47,0,0,0,1,0,0,32,48.7,84,0
281,LevineToilolo,DET,TE,27,16,10,0,0,0,0,0,0,0,0,0,24,21,263,12.52,1,0,0,1,0,0,32,53.3,40,0
282,JeffWilson,SFO,RB,23,6,2,0,0,0,0,0,66,266,4.03,0,15,12,98,8.17,0,3,2,0,0,0,32,44.4,83,0
283,JamesDevelin,NWE,TE,30,16,8,0,0,0,0,0,6,8,1.33,4,17,12,61,5.08,0,0,0,4,0,0,31,42.9,42,0
284,WayneGallman,NYG,RB,24,15,1,0,0,0,0,0,51,176,3.45,1,22,14,89,6.36,0,2,1,1,0,0,31,44.5,85,0
285,RyanGriffin,HOU,TE,28,14,11,0,0,0,0,0,0,0,0,0,43,24,305,12.71,0,0,0,0,0,0,31,54.5,43,0
286,MauriceHarris,WAS,WR,26,12,7,0,0,0,0,0,2,10,5.00,0,47,28,304,10.86,0,1,0,0,0,0,31,59.4,115,0
287,TaysomHill,NOR,QB,28,16,4,3,7,64,0,1,37,196,5.30,2,7,3,4,1.33,0,1,1,2,0,0,31,33.6,45,0
288,TJJones,DET,WR,26,15,3,0,0,0,0,0,0,0,0,0,26,19,190,10.00,2,0,0,2,0,0,31,50.0,116,0
289,MattLaCosse,DEN,TE,26,15,5,0,0,0,0,0,0,0,0,0,37,24,250,10.42,1,0,0,1,0,0,31,55.0,41,0
290,RussellShepard,NYG,WR,28,12,0,0,0,0,0,0,0,0,0,0,19,10,188,18.80,2,0,0,2,0,0,31,40.8,117,0
291,ChaseDaniel,CHI,QB,32,5,2,53,76,515,3,2,13,3,0.23,0,1,1,8,8.00,0,4,0,0,0,0,30,30.7,46,0
292,DarrenFells,CLE,TE,32,16,11,0,0,0,0,0,0,0,0,0,12,11,117,10.64,3,0,0,3,0,0,30,40.7,45,0
293,GeoffSwaim,DAL,TE,25,9,9,0,0,0,0,0,0,0,0,0,32,26,242,9.31,1,0,0,1,0,0,30,56.2,44,0
294,TrentTaylor,SFO,WR,24,14,0,0,0,0,0,0,0,0,0,0,41,26,215,8.27,1,1,0,1,1,0,30,55.5,118,0
295,KalenBallage,MIA,RB,23,12,0,0,0,0,0,0,36,191,5.31,1,11,9,56,6.22,0,1,1,1,0,0,29,37.7,86,0
296,TravisBenjamin,LAC,WR,29,12,3,0,0,0,0,0,7,41,5.86,0,24,12,186,15.50,1,0,0,1,0,0,29,40.7,119,0
297,BruceEllington,2TM,WR,27,7,3,0,1,0,0,0,1,2,2.00,0,42,31,224,7.23,1,1,0,1,0,0,29,59.6,120,0
298,AnthonyFirkser,TEN,TE,23,12,0,0,0,0,0,0,0,0,0,0,20,19,225,11.84,1,0,0,1,0,0,29,47.5,46,0
299,LukeStocker,TEN,TE,30,16,11,0,0,0,0,0,1,0,0.00,0,21,15,165,11.00,2,0,0,2,0,0,29,43.5,47,0
300,WillDissly,SEA,TE,22,4,4,0,0,0,0,0,0,0,0,0,14,8,156,19.50,2,0,0,2,0,0,28,35.6,49,0
301,MarcusMurphy,BUF,RB,27,11,1,0,0,0,0,0,52,250,4.81,0,19,11,26,2.36,0,1,0,0,0,0,28,38.6,87,0
302,MichaelRoberts,DET,TE,24,8,2,0,0,0,0,0,0,0,0,0,20,9,100,11.11,3,0,0,3,0,0,28,37.0,48,0
303,JamesWashington,PIT,WR,22,14,6,0,0,0,0,0,0,0,0,0,38,16,217,13.56,1,0,0,1,0,0,28,43.7,121,0
304,KyleAllen,CAR,QB,22,2,1,20,31,266,2,0,5,19,3.80,1,0,0,0,0,0,0,0,1,0,0,27,26.5,48,0
305,MartavisBryant,OAK,WR,27,8,2,0,0,0,0,0,3,23,7.67,0,27,19,266,14.00,0,1,1,0,0,0,27,45.9,124,0
306,VirgilGreen,LAC,TE,30,16,16,0,0,0,0,0,0,0,0,0,27,19,210,11.05,1,0,0,1,0,0,27,46.0,50,0
307,ColtMcCoy,WAS,QB,32,3,2,34,54,372,3,3,10,63,6.30,0,0,0,0,0,0,1,0,0,0,0,27,27.2,47,0
308,ChrisMoore,BAL,WR,25,16,0,0,0,0,0,0,5,17,3.40,0,25,19,196,10.32,1,0,0,1,0,0,27,46.3,122,0
309,TrentSherfield,ARI,WR,22,13,2,0,0,0,0,0,0,0,0,0,28,19,210,11.05,1,0,0,1,0,0,27,46.0,123,0
310,ErikSwoope,IND,TE,26,7,2,0,0,0,0,0,0,0,0,0,10,8,87,10.88,3,0,0,3,0,0,27,34.7,51,0
311,BrandonBolden,MIA,RB,28,16,0,0,0,0,0,0,8,91,11.38,2,3,3,13,4.33,1,1,1,3,0,0,26,29.4,88,0
312,BennieFowler,NYG,WR,27,10,5,0,0,0,0,0,0,0,0,0,27,16,199,12.44,1,1,0,1,0,0,26,41.9,125,0
313,BrandonLaFell,OAK,WR,32,6,5,0,0,0,0,0,0,0,0,0,16,12,135,11.25,2,0,0,2,0,0,26,37.5,127,0
314,AndreRoberts,NYJ,WR,30,16,1,0,0,0,0,0,2,20,10.00,0,17,10,79,7.90,1,3,1,3,0,0,26,35.9,126,0
315,MoAlieCox,IND,TE,25,9,1,0,0,0,0,0,0,0,0,0,13,7,133,19.00,2,0,0,2,0,0,25,32.3,52,0
316,JustinHardy,ATL,WR,27,16,0,0,0,0,0,0,0,0,0,0,22,14,133,9.50,2,1,0,2,0,0,25,39.3,128,0
317,JoshHill,NOR,TE,28,16,11,0,0,0,0,0,0,0,0,0,24,16,185,11.56,1,0,0,1,0,0,25,40.5,54,0
318,CodyLatimer,NYG,WR,26,6,2,0,0,0,0,0,0,0,0,0,16,11,190,17.27,1,0,0,1,0,0,25,36.0,129,0
319,LeeSmith,OAK,TE,31,16,4,0,0,0,0,0,0,0,0,0,11,10,73,7.30,3,0,0,3,0,0,25,35.3,53,0
320,RodSmith,DAL,RB,26,16,1,0,0,0,0,0,44,127,2.89,1,12,9,60,6.67,0,0,0,1,0,0,25,33.7,89,0
321,CodyCore,CIN,WR,24,14,3,0,0,0,0,0,0,0,0,0,28,13,160,12.31,1,0,0,1,1,0,24,37.0,130,0
322,TylerEifert,CIN,TE,28,4,2,0,0,0,0,0,0,0,0,0,19,15,179,11.93,1,0,0,1,0,0,24,38.9,55,0
323,ChadWilliams,ARI,WR,24,10,7,0,0,0,0,0,1,9,9.00,0,46,17,171,10.06,1,0,0,1,0,0,24,41.0,131,0
324,JordanAkins,HOU,TE,26,16,6,0,0,0,0,0,0,0,0,0,25,17,225,13.24,0,0,0,0,0,0,23,39.5,57,0
325,RichieJames,SFO,WR,23,13,2,0,0,0,0,0,0,0,0,0,14,9,130,14.44,1,2,1,2,0,0,23,32.0,132,0
326,LanceKendricks,GNB,TE,30,16,3,0,0,0,0,0,0,0,0,0,25,19,170,8.95,1,0,0,1,0,0,23,42.0,56,0
327,AustinCarr,NOR,WR,25,14,2,0,0,0,0,0,0,0,0,0,14,9,97,10.78,2,0,0,2,0,0,22,30.7,133,0
328,HaydenHurst,BAL,TE,25,12,0,0,0,0,0,0,1,0,0.00,0,23,13,163,12.54,1,0,0,1,0,0,22,35.3,58,0
329,DanArnold,NOR,WR,23,10,1,0,0,0,0,0,0,0,0,0,19,12,150,12.50,1,1,0,1,0,0,21,33.0,135,0
330,MarcellAteman,OAK,WR,24,7,6,0,0,0,0,0,0,0,0,0,31,15,154,10.27,1,0,0,1,0,0,21,36.4,134,0
331,NickBoyle,BAL,TE,25,16,13,0,0,0,0,0,0,0,0,0,37,23,213,9.26,0,0,0,0,0,0,21,44.3,60,0
332,GarrettCelek,SFO,TE,30,15,1,0,0,0,0,0,0,0,0,0,8,5,90,18.00,2,0,0,2,0,0,21,26.0,62,0
333,MarvinHall,ATL,WR,25,16,0,0,0,0,0,0,2,0,0.00,0,19,10,149,14.90,1,0,0,1,0,0,21,30.9,136,0
334,JoshMcCown,NYJ,QB,39,4,3,60,110,539,1,4,5,32,6.40,0,0,0,0,0,0,0,0,0,0,0,21,20.8,49,0
335,JamesOShaughnessy,JAX,TE,26,14,9,0,0,0,0,0,0,0,0,0,38,24,214,8.92,0,0,0,0,0,0,21,45.4,59,0
336,MaxxWilliams,BAL,TE,24,13,6,0,0,0,0,0,3,8,2.67,0,17,16,143,8.94,1,0,0,1,0,0,21,37.1,61,0
337,JoshBellamy,CHI,WR,29,16,2,0,0,0,0,0,0,0,0,0,25,14,117,8.36,1,0,0,1,1,0,20,33.7,138,0
338,DeAndreCarter,2TM,WR,25,14,4,0,0,0,0,0,1,7,7.00,0,25,22,216,9.82,0,5,1,0,0,0,20,42.3,137,0
339,BrandonMarshall,SEA,WR,34,7,2,0,0,0,0,0,0,0,0,0,23,11,136,12.36,1,0,0,1,0,0,20,30.6,139,0
340,MichaelFloyd,WAS,WR,29,13,3,0,0,0,0,0,0,0,0,0,24,10,100,10.00,1,0,0,1,1,0,18,28.0,140,0
341,MikeGesicki,MIA,TE,23,16,7,0,0,0,0,0,0,0,0,0,32,22,202,9.18,0,1,1,0,0,0,18,40.2,63,0
342,AndyJanovich,DEN,RB,25,16,7,0,0,0,0,0,2,5,2.50,0,10,8,112,14.00,1,0,0,1,0,0,18,25.7,90,0
343,ZachLine,NOR,RB,28,16,6,0,0,0,0,0,9,41,4.56,0,10,5,14,2.80,2,0,0,2,0,0,18,22.5,91,0
344,MattBarkley,BUF,QB,28,1,1,15,25,232,2,0,3,-2,-0.67,0,0,0,0,0,0,0,0,0,0,0,17,17.1,50,0
345,LeonteCarroo,MIA,WR,24,9,0,0,0,0,0,0,1,14,14.00,0,4,2,94,47.00,1,0,0,1,0,0,17,18.8,143,0
346,AlexErickson,CIN,WR,26,16,6,0,0,0,0,0,3,22,7.33,0,29,20,167,8.35,0,1,1,0,0,0,17,36.9,142,0
347,DariusJennings,TEN,WR,26,16,0,1,1,21,0,0,1,2,2.00,0,15,11,101,9.18,0,0,0,1,0,0,17,28.1,141,0
348,JordanLeggett,NYJ,TE,23,15,4,0,0,0,0,0,0,0,0,0,24,14,114,8.14,1,0,0,1,0,0,17,31.4,64,0
349,CharlesClay,BUF,TE,29,13,12,0,0,0,0,0,0,0,0,0,36,21,184,8.76,0,1,1,0,0,0,16,37.4,65,0
350,MarcusJohnson,IND,WR,24,5,0,0,0,0,0,0,1,-2,-2.00,0,8,6,102,17.00,1,0,0,1,0,0,16,22.0,146,0
351,JakeKumerow,GNB,WR,26,5,2,0,0,0,0,0,0,0,0,0,11,8,103,12.88,1,0,0,1,0,0,16,24.3,144,0
352,MyColePruitt,TEN,TE,26,15,1,0,0,0,0,0,0,0,0,0,11,9,102,11.33,1,0,0,1,0,0,16,25.2,66,0
353,AnthonySherman,KAN,RB,30,16,1,0,0,0,0,0,1,2,2.00,0,9,8,96,12.00,1,0,0,1,0,0,16,23.8,92,0
354,DeonteThompson,2TM,WR,29,13,6,0,0,0,0,0,0,0,0,0,30,17,161,9.47,0,0,0,0,0,0,16,33.1,145,0
355,DJChark,JAX,WR,22,11,0,0,0,0,0,0,0,0,0,0,32,14,174,12.43,0,1,1,0,0,0,15,29.4,147,0
356,BrianHill,ATL,RB,23,10,0,0,0,0,0,0,20,157,7.85,0,2,1,9,9.00,0,1,1,0,0,0,15,15.6,95,0
357,CameronMeredith,NOR,WR,26,6,1,0,0,0,0,0,0,0,0,0,10,9,114,12.67,1,1,1,1,0,0,15,24.4,148,0
358,TaquanMizzell,CHI,RB,25,9,1,0,0,0,0,0,9,16,1.78,0,10,8,78,9.75,1,0,0,1,0,0,15,23.4,93,0
